Freq.	V(out)
1.95790631058476e+004	5.61092978599285e-001,-4.48899933621818e+000
1.95844464070318e+004	5.60819650795252e-001,-4.48780807488375e+000
1.95898297082160e+004	5.60546541739950e-001,-4.48661744139177e+000
1.95952130094003e+004	5.60273651199431e-001,-4.48542743525518e+000
1.96005963105845e+004	5.60000978940044e-001,-4.48423805598756e+000
1.96059796117687e+004	5.59728524728508e-001,-4.48304930310198e+000
1.96113629129529e+004	5.59456288331781e-001,-4.48186117611335e+000
1.96167462141372e+004	5.59184269517159e-001,-4.48067367453612e+000
1.96221295153214e+004	5.58912468052266e-001,-4.47948679788562e+000
1.96275128165056e+004	5.58640883705028e-001,-4.47830054567740e+000
1.96328961176898e+004	5.58369516243599e-001,-4.47711491742817e+000
1.96382794188741e+004	5.58098365436591e-001,-4.47592991265414e+000
1.96436627200583e+004	5.57827431052778e-001,-4.47474553087282e+000
1.96490460212425e+004	5.57556712861254e-001,-4.47356177160220e+000
1.96544293224267e+004	5.57286210631574e-001,-4.47237863435994e+000
1.96598126236110e+004	5.57015924133511e-001,-4.47119611866451e+000
1.96651959247952e+004	5.56745853136961e-001,-4.47001422403589e+000
1.96705792259794e+004	5.56475997412400e-001,-4.46883294999337e+000
1.96759625271636e+004	5.56206356730482e-001,-4.46765229605681e+000
1.96813458283479e+004	5.55936930862145e-001,-4.46647226174727e+000
1.96867291295321e+004	5.55667719578668e-001,-4.46529284658564e+000
1.96921124307163e+004	5.55398722651601e-001,-4.46411405009367e+000
1.96974957319005e+004	5.55129939852883e-001,-4.46293587179316e+000
1.97028790330848e+004	5.54861370954607e-001,-4.46175831120705e+000
1.97082623342690e+004	5.54593015729288e-001,-4.46058136785812e+000
1.97136456354532e+004	5.54324873949708e-001,-4.45940504126992e+000
1.97190289366374e+004	5.54056945388926e-001,-4.45822933096655e+000
1.97244122378217e+004	5.53789229820328e-001,-4.45705423647253e+000
1.97297955390059e+004	5.53521727017550e-001,-4.45587975731295e+000
1.97351788401901e+004	5.53254436754618e-001,-4.45470589301295e+000
1.97405621413743e+004	5.52987358805791e-001,-4.45353264309851e+000
1.97459454425586e+004	5.52720492945596e-001,-4.45236000709650e+000
1.97513287437428e+004	5.52453838948973e-001,-4.45118798453289e+000
1.97567120449270e+004	5.52187396591028e-001,-4.45001657493586e+000
1.97620953461112e+004	5.51921165647186e-001,-4.44884577783331e+000
1.97674786472955e+004	5.51655145893310e-001,-4.44767559275273e+000
1.97728619484797e+004	5.51389337105321e-001,-4.44650601922380e+000
1.97782452496639e+004	5.51123739059620e-001,-4.44533705677543e+000
1.97836285508481e+004	5.50858351532863e-001,-4.44416870493717e+000
1.97890118520324e+004	5.50593174301955e-001,-4.44300096323959e+000
1.97943951532166e+004	5.50328207144134e-001,-4.44183383121311e+000
1.97997784544008e+004	5.50063449836928e-001,-4.44066730838907e+000
1.98051617555851e+004	5.49798902158098e-001,-4.43950139429903e+000
1.98105450567693e+004	5.49534563885790e-001,-4.43833608847509e+000
1.98159283579535e+004	5.49270434798353e-001,-4.43717139044997e+000
1.98213116591377e+004	5.49006514674527e-001,-4.43600729975647e+000
1.98266949603220e+004	5.48742803293265e-001,-4.43484381592825e+000
1.98320782615062e+004	5.48479300433817e-001,-4.43368093849937e+000
1.98374615626904e+004	5.48216005875747e-001,-4.43251866700418e+000
1.98428448638746e+004	5.47952919398909e-001,-4.43135700097752e+000
1.98482281650589e+004	5.47690040783458e-001,-4.43019593995466e+000
1.98536114662431e+004	5.47427369809720e-001,-4.42903548347215e+000
1.98589947674273e+004	5.47164906258455e-001,-4.42787563106586e+000
1.98643780686115e+004	5.46902649910693e-001,-4.42671638227237e+000
1.98697613697958e+004	5.46640600547719e-001,-4.42555773662898e+000
1.98751446709800e+004	5.46378757951075e-001,-4.42439969367376e+000
1.98805279721642e+004	5.46117121902604e-001,-4.42324225294461e+000
1.98859112733484e+004	5.45855692184426e-001,-4.42208541398062e+000
1.98912945745327e+004	5.45594468579055e-001,-4.42092917632013e+000
1.98966778757169e+004	5.45333450869152e-001,-4.41977353950311e+000
1.99020611769011e+004	5.45072638837691e-001,-4.41861850306976e+000
1.99074444780853e+004	5.44812032267947e-001,-4.41746406656053e+000
1.99128277792696e+004	5.44551630943544e-001,-4.41631022951608e+000
1.99182110804538e+004	5.44291434648260e-001,-4.41515699147814e+000
1.99235943816380e+004	5.44031443166301e-001,-4.41400435198831e+000
1.99289776828222e+004	5.43771656282005e-001,-4.41285231058915e+000
1.99343609840065e+004	5.43512073780073e-001,-4.41170086682338e+000
1.99397442851907e+004	5.43252695445519e-001,-4.41055002023425e+000
1.99451275863749e+004	5.42993521063536e-001,-4.40939977036560e+000
1.99505108875591e+004	5.42734550419722e-001,-4.40825011676128e+000
1.99558941887434e+004	5.42475783299888e-001,-4.40710105896602e+000
1.99612774899276e+004	5.42217219490058e-001,-4.40595259652507e+000
1.99666607911118e+004	5.41958858776674e-001,-4.40480472898389e+000
1.99720440922960e+004	5.41700700946367e-001,-4.40365745588831e+000
1.99774273934803e+004	5.41442745786028e-001,-4.40251077678511e+000
1.99828106946645e+004	5.41184993082914e-001,-4.40136469122077e+000
1.99881939958487e+004	5.40927442624507e-001,-4.40021919874276e+000
1.99935772970329e+004	5.40670094198547e-001,-4.39907429889908e+000
1.99989605982172e+004	5.40412947593069e-001,-4.39792999123777e+000
2.00043438994014e+004	5.40156002596398e-001,-4.39678627530775e+000
2.00097272005856e+004	5.39899258997127e-001,-4.39564315065778e+000
2.00151105017698e+004	5.39642716584138e-001,-4.39450061683776e+000
2.00204938029541e+004	5.39386375146524e-001,-4.39335867339765e+000
2.00258771041383e+004	5.39130234473746e-001,-4.39221731988789e+000
2.00312604053225e+004	5.38874294355456e-001,-4.39107655585959e+000
2.00366437065067e+004	5.38618554581632e-001,-4.38993638086406e+000
2.00420270076910e+004	5.38363014942474e-001,-4.38879679445318e+000
2.00474103088752e+004	5.38107675228547e-001,-4.38765779617911e+000
2.00527936100594e+004	5.37852535230601e-001,-4.38651938559468e+000
2.00581769112436e+004	5.37597594739708e-001,-4.38538156225292e+000
2.00635602124279e+004	5.37342853547115e-001,-4.38424432570773e+000
2.00689435136121e+004	5.37088311444470e-001,-4.38310767551309e+000
2.00743268147963e+004	5.36833968223659e-001,-4.38197161122331e+000
2.00797101159805e+004	5.36579823676780e-001,-4.38083613239359e+000
2.00850934171648e+004	5.36325877596198e-001,-4.37970123857944e+000
2.00904767183490e+004	5.36072129774736e-001,-4.37856692933593e+000
2.00958600195332e+004	5.35818580005147e-001,-4.37743320422039e+000
2.01012433207174e+004	5.35565228080747e-001,-4.37630006278890e+000
2.01066266219017e+004	5.35312073794956e-001,-4.37516750459891e+000
2.01120099230859e+004	5.35059116941618e-001,-4.37403552920767e+000
2.01173932242701e+004	5.34806357314621e-001,-4.37290413617362e+000
2.01227765254543e+004	5.34553794708375e-001,-4.37177332505485e+000
2.01281598266386e+004	5.34301428917287e-001,-4.37064309541078e+000
2.01335431278228e+004	5.34049259736262e-001,-4.36951344680030e+000
2.01389264290070e+004	5.33797286960334e-001,-4.36838437878340e+000
2.01443097301912e+004	5.33545510384876e-001,-4.36725589092042e+000
2.01496930313755e+004	5.33293929805475e-001,-4.36612798277180e+000
2.01550763325597e+004	5.33042545017958e-001,-4.36500065389906e+000
2.01604596337439e+004	5.32791355818575e-001,-4.36387390386314e+000
2.01658429349281e+004	5.32540362003611e-001,-4.36274773222643e+000
2.01712262361124e+004	5.32289563369776e-001,-4.36162213855134e+000
2.01766095372966e+004	5.32038959714016e-001,-4.36049712240036e+000
2.01819928384808e+004	5.31788550833466e-001,-4.35937268333726e+000
2.01873761396650e+004	5.31538336525569e-001,-4.35824882092559e+000
2.01927594408493e+004	5.31288316588131e-001,-4.35712553472909e+000
2.01981427420335e+004	5.31038490819012e-001,-4.35600282431283e+000
2.02035260432177e+004	5.30788859016495e-001,-4.35488068924166e+000
2.02089093444019e+004	5.30539420979028e-001,-4.35375912908107e+000
2.02142926455862e+004	5.30290176505461e-001,-4.35263814339667e+000
2.02196759467704e+004	5.30041125394682e-001,-4.35151773175511e+000
2.02250592479546e+004	5.29792267446048e-001,-4.35039789372285e+000
2.02304425491388e+004	5.29543602459062e-001,-4.34927862886715e+000
2.02358258503231e+004	5.29295130233497e-001,-4.34815993675560e+000
2.02412091515073e+004	5.29046850569422e-001,-4.34704181695611e+000
2.02465924526915e+004	5.28798763267052e-001,-4.34592426903760e+000
2.02519757538757e+004	5.28550868127133e-001,-4.34480729256772e+000
2.02573590550600e+004	5.28303164950251e-001,-4.34369088711738e+000
2.02627423562442e+004	5.28055653537702e-001,-4.34257505225484e+000
2.02681256574284e+004	5.27808333690614e-001,-4.34145978755135e+000
2.02735089586126e+004	5.27561205210702e-001,-4.34034509257681e+000
2.02788922597969e+004	5.27314267899751e-001,-4.33923096690243e+000
2.02842755609811e+004	5.27067521559873e-001,-4.33811741009953e+000
2.02896588621653e+004	5.26820965993425e-001,-4.33700442174000e+000
2.02950421633496e+004	5.26574601002974e-001,-4.33589200139598e+000
2.03004254645338e+004	5.26328426391382e-001,-4.33478014864046e+000
2.03058087657180e+004	5.26082441961783e-001,-4.33366886304628e+000
2.03111920669022e+004	5.25836647517515e-001,-4.33255814418696e+000
2.03165753680865e+004	5.25591042862204e-001,-4.33144799163649e+000
2.03219586692707e+004	5.25345627799695e-001,-4.33033840496944e+000
2.03273419704549e+004	5.25100402134142e-001,-4.32922938376010e+000
2.03327252716391e+004	5.24855365669918e-001,-4.32812092758385e+000
2.03381085728234e+004	5.24610518211560e-001,-4.32701303601663e+000
2.03434918740076e+004	5.24365859563990e-001,-4.32590570863442e+000
2.03488751751918e+004	5.24121389532363e-001,-4.32479894501324e+000
2.03542584763760e+004	5.23877107921992e-001,-4.32369274473033e+000
2.03596417775603e+004	5.23633014538525e-001,-4.32258710736269e+000
2.03650250787445e+004	5.23389109187842e-001,-4.32148203248827e+000
2.03704083799287e+004	5.23145391676016e-001,-4.32037751968516e+000
2.03757916811129e+004	5.22901861809435e-001,-4.31927356853171e+000
2.03811749822972e+004	5.22658519394709e-001,-4.31817017860719e+000
2.03865582834814e+004	5.22415364238711e-001,-4.31706734949053e+000
2.03919415846656e+004	5.22172396148530e-001,-4.31596508076181e+000
2.03973248858498e+004	5.21929614931527e-001,-4.31486337200104e+000
2.04027081870341e+004	5.21687020395301e-001,-4.31376222278890e+000
2.04080914882183e+004	5.21444612347665e-001,-4.31266163270656e+000
2.04134747894025e+004	5.21202390596781e-001,-4.31156160133511e+000
2.04188580905867e+004	5.20960354950926e-001,-4.31046212825653e+000
2.04242413917710e+004	5.20718505218694e-001,-4.30936321305312e+000
2.04296246929552e+004	5.20476841208897e-001,-4.30826485530750e+000
2.04350079941394e+004	5.20235362730644e-001,-4.30716705460267e+000
2.04403912953236e+004	5.19994069593202e-001,-4.30606981052229e+000
2.04457745965079e+004	5.19752961606172e-001,-4.30497312264983e+000
2.04511578976921e+004	5.19512038579312e-001,-4.30387699056989e+000
2.04565411988763e+004	5.19271300322704e-001,-4.30278141386709e+000
2.04619245000605e+004	5.19030746646582e-001,-4.30168639212654e+000
2.04673078012448e+004	5.18790377361517e-001,-4.30059192493368e+000
2.04726911024290e+004	5.18550192278247e-001,-4.29949801187451e+000
2.04780744036132e+004	5.18310191207806e-001,-4.29840465253525e+000
2.04834577047974e+004	5.18070373961399e-001,-4.29731184650278e+000
2.04888410059817e+004	5.17830740350580e-001,-4.29621959336393e+000
2.04942243071659e+004	5.17591290187006e-001,-4.29512789270659e+000
2.04996076083501e+004	5.17352023282691e-001,-4.29403674411840e+000
2.05049909095343e+004	5.17112939449827e-001,-4.29294614718797e+000
2.05103742107186e+004	5.16874038500895e-001,-4.29185610150375e+000
2.05157575119028e+004	5.16635320248504e-001,-4.29076660665497e+000
2.05211408130870e+004	5.16396784505654e-001,-4.28967766223131e+000
2.05265241142712e+004	5.16158431085474e-001,-4.28858926782253e+000
2.05319074154555e+004	5.15920259801397e-001,-4.28750142301900e+000
2.05372907166397e+004	5.15682270466994e-001,-4.28641412741147e+000
2.05426740178239e+004	5.15444462896158e-001,-4.28532738059138e+000
2.05480573190081e+004	5.15206836903055e-001,-4.28424118214970e+000
2.05534406201924e+004	5.14969392301955e-001,-4.28315553167889e+000
2.05588239213766e+004	5.14732128907486e-001,-4.28207042877085e+000
2.05642072225608e+004	5.14495046534436e-001,-4.28098587301876e+000
2.05695905237450e+004	5.14258144997850e-001,-4.27990186401552e+000
2.05749738249293e+004	5.14021424113088e-001,-4.27881840135437e+000
2.05803571261135e+004	5.13784883695579e-001,-4.27773548462973e+000
2.05857404272977e+004	5.13548523561109e-001,-4.27665311343586e+000
2.05911237284819e+004	5.13312343525680e-001,-4.27557128736708e+000
2.05965070296662e+004	5.13076343405477e-001,-4.27449000601905e+000
2.06018903308504e+004	5.12840523016983e-001,-4.27340926898674e+000
2.06072736320346e+004	5.12604882176922e-001,-4.27232907586613e+000
2.06126569332188e+004	5.12369420702093e-001,-4.27124942625410e+000
2.06180402344031e+004	5.12134138409744e-001,-4.27017031974667e+000
2.06234235355873e+004	5.11899035117251e-001,-4.26909175594103e+000
2.06288068367715e+004	5.11664110642190e-001,-4.26801373443496e+000
2.06341901379557e+004	5.11429364802438e-001,-4.26693625482601e+000
2.06395734391400e+004	5.11194797416016e-001,-4.26585931671271e+000
2.06449567403242e+004	5.10960408301263e-001,-4.26478291969349e+000
2.06503400415084e+004	5.10726197276740e-001,-4.26370706336724e+000
2.06557233426926e+004	5.10492164161172e-001,-4.26263174733366e+000
2.06611066438769e+004	5.10258308773526e-001,-4.26155697119265e+000
2.06664899450611e+004	5.10024630933059e-001,-4.26048273454405e+000
2.06718732462453e+004	5.09791130459219e-001,-4.25940903698871e+000
2.06772565474295e+004	5.09557807171706e-001,-4.25833587812745e+000
2.06826398486138e+004	5.09324660890370e-001,-4.25726325756173e+000
2.06880231497980e+004	5.09091691435340e-001,-4.25619117489341e+000
2.06934064509822e+004	5.08858898627009e-001,-4.25511962972429e+000
2.06987897521664e+004	5.08626282285930e-001,-4.25404862165741e+000
2.07041730533507e+004	5.08393842232974e-001,-4.25297815029516e+000
2.07095563545349e+004	5.08161578289136e-001,-4.25190821524089e+000
2.07149396557191e+004	5.07929490275633e-001,-4.25083881609886e+000
2.07203229569033e+004	5.07697578014022e-001,-4.24976995247239e+000
2.07257062580876e+004	5.07465841326000e-001,-4.24870162396627e+000
2.07310895592718e+004	5.07234280033491e-001,-4.24763383018526e+000
2.07364728604560e+004	5.07002893958649e-001,-4.24656657073462e+000
2.07418561616402e+004	5.06771682923875e-001,-4.24549984522013e+000
2.07472394628245e+004	5.06540646751749e-001,-4.24443365324742e+000
2.07526227640087e+004	5.06309785265172e-001,-4.24336799442281e+000
2.07580060651929e+004	5.06079098287096e-001,-4.24230286835346e+000
2.07633893663771e+004	5.05848585640892e-001,-4.24123827464618e+000
2.07687726675614e+004	5.05618247150009e-001,-4.24017421290836e+000
2.07741559687456e+004	5.05388082638184e-001,-4.23911068274818e+000
2.07795392699298e+004	5.05158091929329e-001,-4.23804768377386e+000
2.07849225711141e+004	5.04928274847642e-001,-4.23698521559387e+000
2.07903058722983e+004	5.04698631217506e-001,-4.23592327781730e+000
2.07956891734825e+004	5.04469160863516e-001,-4.23486187005339e+000
2.08010724746667e+004	5.04239863610507e-001,-4.23380099191225e+000
2.08064557758510e+004	5.04010739283481e-001,-4.23274064300380e+000
2.08118390770352e+004	5.03781787707779e-001,-4.23168082293849e+000
2.08172223782194e+004	5.03553008708836e-001,-4.23062153132721e+000
2.08226056794036e+004	5.03324402112338e-001,-4.22956276778165e+000
2.08279889805879e+004	5.03095967744231e-001,-4.22850453191297e+000
2.08333722817721e+004	5.02867705430684e-001,-4.22744682333334e+000
2.08387555829563e+004	5.02639614997987e-001,-4.22638964165537e+000
2.08441388841405e+004	5.02411696272766e-001,-4.22533298649150e+000
2.08495221853248e+004	5.02183949081822e-001,-4.22427685745494e+000
2.08549054865090e+004	5.01956373252093e-001,-4.22322125415953e+000
2.08602887876932e+004	5.01728968610906e-001,-4.22216617621863e+000
2.08656720888774e+004	5.01501734985641e-001,-4.22111162324679e+000
2.08710553900617e+004	5.01274672203980e-001,-4.22005759485862e+000
2.08764386912459e+004	5.01047780093727e-001,-4.21900409066952e+000
2.08818219924301e+004	5.00821058483025e-001,-4.21795111029447e+000
2.08872052936143e+004	5.00594507200206e-001,-4.21689865334890e+000
2.08925885947986e+004	5.00368126073765e-001,-4.21584671944934e+000
2.08979718959828e+004	5.00141914932449e-001,-4.21479530821225e+000
2.09033551971670e+004	4.99915873605166e-001,-4.21374441925434e+000
2.09087384983512e+004	4.99690001921102e-001,-4.21269405219299e+000
2.09141217995355e+004	4.99464299709613e-001,-4.21164420664577e+000
2.09195051007197e+004	4.99238766800297e-001,-4.21059488223062e+000
2.09248884019039e+004	4.99013403023002e-001,-4.20954607856558e+000
2.09302717030881e+004	4.98788208207652e-001,-4.20849779526977e+000
2.09356550042724e+004	4.98563182184537e-001,-4.20745003196205e+000
2.09410383054566e+004	4.98338324784065e-001,-4.20640278826183e+000
2.09464216066408e+004	4.98113635836892e-001,-4.20535606378897e+000
2.09518049078250e+004	4.97889115173868e-001,-4.20430985816358e+000
2.09571882090093e+004	4.97664762626096e-001,-4.20326417100609e+000
2.09625715101935e+004	4.97440578024778e-001,-4.20221900193770e+000
2.09679548113777e+004	4.97216561201530e-001,-4.20117435057899e+000
2.09733381125619e+004	4.96992711987939e-001,-4.20013021655235e+000
2.09787214137462e+004	4.96769030215958e-001,-4.19908659947933e+000
2.09841047149304e+004	4.96545515717714e-001,-4.19804349898226e+000
2.09894880161146e+004	4.96322168325522e-001,-4.19700091468410e+000
2.09948713172988e+004	4.96098987871938e-001,-4.19595884620748e+000
2.10002546184831e+004	4.95875974189686e-001,-4.19491729317623e+000
2.10056379196673e+004	4.95653127111741e-001,-4.19387625521380e+000
2.10110212208515e+004	4.95430446471194e-001,-4.19283573194486e+000
2.10164045220357e+004	4.95207932101522e-001,-4.19179572299319e+000
2.10217878232200e+004	4.94985583836242e-001,-4.19075622798410e+000
2.10271711244042e+004	4.94763401509157e-001,-4.18971724654271e+000
2.10325544255884e+004	4.94541384954213e-001,-4.18867877829473e+000
2.10379377267726e+004	4.94319534005688e-001,-4.18764082286568e+000
2.10433210279569e+004	4.94097848497909e-001,-4.18660337988218e+000
2.10487043291411e+004	4.93876328265469e-001,-4.18556644897119e+000
2.10540876303253e+004	4.93654973143252e-001,-4.18453002975907e+000
2.10594709315095e+004	4.93433782966267e-001,-4.18349412187337e+000
2.10648542326938e+004	4.93212757569652e-001,-4.18245872494219e+000
2.10702375338780e+004	4.92991896788934e-001,-4.18142383859331e+000
2.10756208350622e+004	4.92771200459676e-001,-4.18038946245517e+000
2.10810041362464e+004	4.92550668417789e-001,-4.17935559615630e+000
2.10863874374307e+004	4.92330300499186e-001,-4.17832223932645e+000
2.10917707386149e+004	4.92110096540219e-001,-4.17728939159468e+000
2.10971540397991e+004	4.91890056377330e-001,-4.17625705259068e+000
2.11025373409833e+004	4.91670179847086e-001,-4.17522522194518e+000
2.11079206421676e+004	4.91450466786393e-001,-4.17419389928846e+000
2.11133039433518e+004	4.91230917032272e-001,-4.17316308425135e+000
2.11186872445360e+004	4.91011530422040e-001,-4.17213277646515e+000
2.11240705457202e+004	4.90792306793052e-001,-4.17110297556166e+000
2.11294538469045e+004	4.90573245983040e-001,-4.17007368117256e+000
2.11348371480887e+004	4.90354347829851e-001,-4.16904489293016e+000
2.11402204492729e+004	4.90135612171492e-001,-4.16801661046745e+000
2.11456037504571e+004	4.89917038846243e-001,-4.16698883341729e+000
2.11509870516414e+004	4.89698627692607e-001,-4.16596156141280e+000
2.11563703528256e+004	4.89480378549207e-001,-4.16493479408792e+000
2.11617536540098e+004	4.89262291254882e-001,-4.16390853107674e+000
2.11671369551940e+004	4.89044365648716e-001,-4.16288277201341e+000
2.11725202563783e+004	4.88826601569899e-001,-4.16185751653309e+000
2.11779035575625e+004	4.88608998857942e-001,-4.16083276427064e+000
2.11832868587467e+004	4.88391557352522e-001,-4.15980851486126e+000
2.11886701599309e+004	4.88174276893442e-001,-4.15878476794121e+000
2.11940534611152e+004	4.87957157320698e-001,-4.15776152314660e+000
2.11994367622994e+004	4.87740198474652e-001,-4.15673878011334e+000
2.12048200634836e+004	4.87523400195666e-001,-4.15571653847887e+000
2.12102033646678e+004	4.87306762324309e-001,-4.15469479788048e+000
2.12155866658521e+004	4.87090284701591e-001,-4.15367355795494e+000
2.12209699670363e+004	4.86873967168400e-001,-4.15265281834080e+000
2.12263532682205e+004	4.86657809566021e-001,-4.15163257867584e+000
2.12317365694047e+004	4.86441811735826e-001,-4.15061283859914e+000
2.12371198705890e+004	4.86225973519455e-001,-4.14959359774912e+000
2.12425031717732e+004	4.86010294758771e-001,-4.14857485576497e+000
2.12478864729574e+004	4.85794775295700e-001,-4.14755661228668e+000
2.12532697741416e+004	4.85579414972461e-001,-4.14653886695395e+000
2.12586530753259e+004	4.85364213631469e-001,-4.14552161940699e+000
2.12640363765101e+004	4.85149171115312e-001,-4.14450486928652e+000
2.12694196776943e+004	4.84934287266766e-001,-4.14348861623339e+000
2.12748029788786e+004	4.84719561928791e-001,-4.14247285988891e+000
2.12801862800628e+004	4.84504994944534e-001,-4.14145759989483e+000
2.12855695812470e+004	4.84290586157415e-001,-4.14044283589301e+000
2.12909528824312e+004	4.84076335410935e-001,-4.13942856752573e+000
2.12963361836155e+004	4.83862242548884e-001,-4.13841479443564e+000
2.13017194847997e+004	4.83648307415162e-001,-4.13740151626568e+000
2.13071027859839e+004	4.83434529853912e-001,-4.13638873265934e+000
2.13124860871681e+004	4.83220909709446e-001,-4.13537644326015e+000
2.13178693883524e+004	4.83007446826229e-001,-4.13436464771231e+000
2.13232526895366e+004	4.82794141049049e-001,-4.13335334565976e+000
2.13286359907208e+004	4.82580992222718e-001,-4.13234253674761e+000
2.13340192919050e+004	4.82368000192411e-001,-4.13133222062033e+000
2.13394025930893e+004	4.82155164803329e-001,-4.13032239692363e+000
2.13447858942735e+004	4.81942485900911e-001,-4.12931306530333e+000
2.13501691954577e+004	4.81729963330885e-001,-4.12830422540495e+000
2.13555524966419e+004	4.81517596939029e-001,-4.12729587687528e+000
2.13609357978262e+004	4.81305386571381e-001,-4.12628801936085e+000
2.13663190990104e+004	4.81093332074181e-001,-4.12528065250852e+000
2.13717024001946e+004	4.80881433293834e-001,-4.12427377596583e+000
2.13770857013788e+004	4.80669690076924e-001,-4.12326738938020e+000
2.13824690025631e+004	4.80458102270192e-001,-4.12226149240006e+000
2.13878523037473e+004	4.80246669720618e-001,-4.12125608467362e+000
2.13932356049315e+004	4.80035392275437e-001,-4.12025116584914e+000
2.13986189061157e+004	4.79824269781900e-001,-4.11924673557601e+000
2.14040022073000e+004	4.79613302087564e-001,-4.11824279350361e+000
2.14093855084842e+004	4.79402489040186e-001,-4.11723933928123e+000
2.14147688096684e+004	4.79191830487591e-001,-4.11623637255931e+000
2.14201521108526e+004	4.78981326277878e-001,-4.11523389298805e+000
2.14255354120369e+004	4.78770976259422e-001,-4.11423190021761e+000
2.14309187132211e+004	4.78560780280546e-001,-4.11323039389975e+000
2.14363020144053e+004	4.78350738189958e-001,-4.11222937368534e+000
2.14416853155895e+004	4.78140849836451e-001,-4.11122883922622e+000
2.14470686167738e+004	4.77931115069102e-001,-4.11022879017405e+000
2.14524519179580e+004	4.77721533737045e-001,-4.10922922618139e+000
2.14578352191422e+004	4.77512105689664e-001,-4.10823014690069e+000
2.14632185203264e+004	4.77302830776581e-001,-4.10723155198494e+000
2.14686018215107e+004	4.77093708847451e-001,-4.10623344108773e+000
2.14739851226949e+004	4.76884739752268e-001,-4.10523581386221e+000
2.14793684238791e+004	4.76675923341104e-001,-4.10423866996270e+000
2.14847517250633e+004	4.76467259464285e-001,-4.10324200904309e+000
2.14901350262476e+004	4.76258747972308e-001,-4.10224583075806e+000
2.14955183274318e+004	4.76050388715793e-001,-4.10125013476247e+000
2.15009016286160e+004	4.75842181545574e-001,-4.10025492071175e+000
2.15062849298002e+004	4.75634126312682e-001,-4.09926018826153e+000
2.15116682309845e+004	4.75426222868331e-001,-4.09826593706729e+000
2.15170515321687e+004	4.75218471063909e-001,-4.09727216678549e+000
2.15224348333529e+004	4.75010870751010e-001,-4.09627887707230e+000
2.15278181345371e+004	4.74803421781338e-001,-4.09528606758497e+000
2.15332014357214e+004	4.74596124006769e-001,-4.09429373798064e+000
2.15385847369056e+004	4.74388977279511e-001,-4.09330188791668e+000
2.15439680380898e+004	4.74181981451806e-001,-4.09231051705062e+000
2.15493513392740e+004	4.73975136376074e-001,-4.09131962504117e+000
2.15547346404583e+004	4.73768441905054e-001,-4.09032921154622e+000
2.15601179416425e+004	4.73561897891508e-001,-4.08933927622486e+000
2.15655012428267e+004	4.73355504188419e-001,-4.08834981873605e+000
2.15708845440109e+004	4.73149260648973e-001,-4.08736083873937e+000
2.15762678451952e+004	4.72943167126602e-001,-4.08637233589421e+000
2.15816511463794e+004	4.72737223474735e-001,-4.08538430986099e+000
2.15870344475636e+004	4.72531429547218e-001,-4.08439676029952e+000
2.15924177487478e+004	4.72325785197763e-001,-4.08340968687125e+000
2.15978010499321e+004	4.72120290280598e-001,-4.08242308923652e+000
2.16031843511163e+004	4.71914944649902e-001,-4.08143696705680e+000
2.16085676523005e+004	4.71709748160118e-001,-4.08045131999368e+000
2.16139509534847e+004	4.71504700665792e-001,-4.07946614770946e+000
2.16193342546690e+004	4.71299802021735e-001,-4.07848144986604e+000
2.16247175558532e+004	4.71095052082868e-001,-4.07749722612628e+000
2.16301008570374e+004	4.70890450704413e-001,-4.07651347615251e+000
2.16354841582216e+004	4.70685997741535e-001,-4.07553019960858e+000
2.16408674594059e+004	4.70481693049807e-001,-4.07454739615770e+000
2.16462507605901e+004	4.70277536484846e-001,-4.07356506546365e+000
2.16516340617743e+004	4.70073527902435e-001,-4.07258320719080e+000
2.16570173629585e+004	4.69869667158633e-001,-4.07160182100353e+000
2.16624006641428e+004	4.69665954109584e-001,-4.07062090656647e+000
2.16677839653270e+004	4.69462388611628e-001,-4.06964046354479e+000
2.16731672665112e+004	4.69258970521320e-001,-4.06866049160393e+000
2.16785505676954e+004	4.69055699695344e-001,-4.06768099040947e+000
2.16839338688797e+004	4.68852575990551e-001,-4.06670195962755e+000
2.16893171700639e+004	4.68649599263960e-001,-4.06572339892460e+000
2.16947004712481e+004	4.68446769372834e-001,-4.06474530796696e+000
2.17000837724323e+004	4.68244086174546e-001,-4.06376768642177e+000
2.17054670736166e+004	4.68041549526573e-001,-4.06279053395654e+000
2.17108503748008e+004	4.67839159286726e-001,-4.06181385023854e+000
2.17162336759850e+004	4.67636915312903e-001,-4.06083763493556e+000
2.17216169771692e+004	4.67434817463161e-001,-4.05986188771593e+000
2.17270002783535e+004	4.67232865595712e-001,-4.05888660824824e+000
2.17323835795377e+004	4.67031059569021e-001,-4.05791179620121e+000
2.17377668807219e+004	4.66829399241644e-001,-4.05693745124382e+000
2.17431501819061e+004	4.66627884472321e-001,-4.05596357304575e+000
2.17485334830904e+004	4.66426515119960e-001,-4.05499016127674e+000
2.17539167842746e+004	4.66225291043730e-001,-4.05401721560640e+000
2.17593000854588e+004	4.66024212102813e-001,-4.05304473570572e+000
2.17646833866431e+004	4.65823278156669e-001,-4.05207272124487e+000
2.17700666878273e+004	4.65622489064915e-001,-4.05110117189498e+000
2.17754499890115e+004	4.65421844687312e-001,-4.05013008732737e+000
2.17808332901957e+004	4.65221344883771e-001,-4.04915946721351e+000
2.17862165913800e+004	4.65020989514443e-001,-4.04818931122527e+000
