Freq.	V(out)
1.29952857575389e+004	1.17760650200633e+000,-6.63113131498984e+000
1.30006690587232e+004	1.17671425724341e+000,-6.62856803127834e+000
1.30060523599074e+004	1.17582306363401e+000,-6.62600666606461e+000
1.30114356610916e+004	1.17493291954661e+000,-6.62344721728669e+000
1.30168189622758e+004	1.17404382335287e+000,-6.62088968288630e+000
1.30222022634601e+004	1.17315577342754e+000,-6.61833406080658e+000
1.30275855646443e+004	1.17226876814848e+000,-6.61578034899492e+000
1.30329688658285e+004	1.17138280589657e+000,-6.61322854540115e+000
1.30383521670128e+004	1.17049788505583e+000,-6.61067864797720e+000
1.30437354681970e+004	1.16961400401345e+000,-6.60813065467813e+000
1.30491187693812e+004	1.16873116115960e+000,-6.60558456346177e+000
1.30545020705654e+004	1.16784935488743e+000,-6.60304037228962e+000
1.30598853717497e+004	1.16696858359348e+000,-6.60049807912420e+000
1.30652686729339e+004	1.16608884567701e+000,-6.59795768193178e+000
1.30706519741181e+004	1.16521013954041e+000,-6.59541917868209e+000
1.30760352753023e+004	1.16433246358921e+000,-6.59288256734608e+000
1.30814185764866e+004	1.16345581623189e+000,-6.59034784589826e+000
1.30868018776708e+004	1.16258019588005e+000,-6.58781501231592e+000
1.30921851788550e+004	1.16170560094812e+000,-6.58528406457968e+000
1.30975684800392e+004	1.16083202985379e+000,-6.58275500067070e+000
1.31029517812235e+004	1.15995948101753e+000,-6.58022781857618e+000
1.31083350824077e+004	1.15908795286300e+000,-6.57770251628319e+000
1.31137183835919e+004	1.15821744381672e+000,-6.57517909178243e+000
1.31191016847762e+004	1.15734795230830e+000,-6.57265754306811e+000
1.31244849859604e+004	1.15647947677031e+000,-6.57013786813584e+000
1.31298682871446e+004	1.15561201563822e+000,-6.56762006498502e+000
1.31352515883288e+004	1.15474556735050e+000,-6.56510413161737e+000
1.31406348895131e+004	1.15388013034859e+000,-6.56259006603685e+000
1.31460181906973e+004	1.15301570307697e+000,-6.56007786625085e+000
1.31514014918815e+004	1.15215228398288e+000,-6.55756753026922e+000
1.31567847930657e+004	1.15128987151662e+000,-6.55505905610445e+000
1.31621680942500e+004	1.15042846413151e+000,-6.55255244177161e+000
1.31675513954342e+004	1.14956806028363e+000,-6.55004768528854e+000
1.31729346966184e+004	1.14870865843208e+000,-6.54754478467549e+000
1.31783179978027e+004	1.14785025703880e+000,-6.54504373795553e+000
1.31837012989869e+004	1.14699285456869e+000,-6.54254454315515e+000
1.31890846001711e+004	1.14613644948961e+000,-6.54004719830240e+000
1.31944679013553e+004	1.14528104027223e+000,-6.53755170142821e+000
1.31998512025396e+004	1.14442662539011e+000,-6.53505805056697e+000
1.32052345037238e+004	1.14357320331968e+000,-6.53256624375470e+000
1.32106178049080e+004	1.14272077254033e+000,-6.53007627903078e+000
1.32160011060922e+004	1.14186933153431e+000,-6.52758815443658e+000
1.32213844072765e+004	1.14101887878662e+000,-6.52510186801667e+000
1.32267677084607e+004	1.14016941278522e+000,-6.52261741781832e+000
1.32321510096449e+004	1.13932093202092e+000,-6.52013480189087e+000
1.32375343108292e+004	1.13847343498731e+000,-6.51765401828612e+000
1.32429176120134e+004	1.13762692018076e+000,-6.51517506505997e+000
1.32483009131976e+004	1.13678138610075e+000,-6.51269794026934e+000
1.32536842143818e+004	1.13593683124929e+000,-6.51022264197432e+000
1.32590675155661e+004	1.13509325413133e+000,-6.50774916823816e+000
1.32644508167503e+004	1.13425065325467e+000,-6.50527751712529e+000
1.32698341179345e+004	1.13340902712974e+000,-6.50280768670413e+000
1.32752174191187e+004	1.13256837427004e+000,-6.50033967504513e+000
1.32806007203030e+004	1.13172869319164e+000,-6.49787348022196e+000
1.32859840214872e+004	1.13088998241352e+000,-6.49540910030911e+000
1.32913673226714e+004	1.13005224045736e+000,-6.49294653338591e+000
1.32967506238557e+004	1.12921546584769e+000,-6.49048577753254e+000
1.33021339250399e+004	1.12837965711178e+000,-6.48802683083298e+000
1.33075172262241e+004	1.12754481277958e+000,-6.48556969137316e+000
1.33129005274083e+004	1.12671093138397e+000,-6.48311435724136e+000
1.33182838285926e+004	1.12587801146048e+000,-6.48066082652901e+000
1.33236671297768e+004	1.12504605154730e+000,-6.47820909732954e+000
1.33290504309610e+004	1.12421505018553e+000,-6.47575916773937e+000
1.33344337321452e+004	1.12338500591891e+000,-6.47331103585717e+000
1.33398170333295e+004	1.12255591729388e+000,-6.47086469978433e+000
1.33452003345137e+004	1.12172778285969e+000,-6.46842015762518e+000
1.33505836356979e+004	1.12090060116822e+000,-6.46597740748541e+000
1.33559669368821e+004	1.12007437077405e+000,-6.46353644747469e+000
1.33613502380664e+004	1.11924909023459e+000,-6.46109727570414e+000
1.33667335392506e+004	1.11842475810983e+000,-6.45865989028750e+000
1.33721168404348e+004	1.11760137296244e+000,-6.45622428934189e+000
1.33775001416191e+004	1.11677893335790e+000,-6.45379047098618e+000
1.33828834428033e+004	1.11595743786417e+000,-6.45135843334220e+000
1.33882667439875e+004	1.11513688505205e+000,-6.44892817453370e+000
1.33936500451717e+004	1.11431727349501e+000,-6.44649969268741e+000
1.33990333463560e+004	1.11349860176902e+000,-6.44407298593215e+000
1.34044166475402e+004	1.11268086845283e+000,-6.44164805240008e+000
1.34097999487244e+004	1.11186407212795e+000,-6.43922489022504e+000
1.34151832499086e+004	1.11104821137823e+000,-6.43680349754379e+000
1.34205665510929e+004	1.11023328479044e+000,-6.43438387249516e+000
1.34259498522771e+004	1.10941929095383e+000,-6.43196601322046e+000
1.34313331534613e+004	1.10860622846026e+000,-6.42954991786449e+000
1.34367164546456e+004	1.10779409590438e+000,-6.42713558457346e+000
1.34420997558298e+004	1.10698289188324e+000,-6.42472301149645e+000
1.34474830570140e+004	1.10617261499670e+000,-6.42231219678432e+000
1.34528663581982e+004	1.10536326384703e+000,-6.41990313859215e+000
1.34582496593825e+004	1.10455483703922e+000,-6.41749583507532e+000
1.34636329605667e+004	1.10374733318083e+000,-6.41509028439310e+000
1.34690162617509e+004	1.10294075088199e+000,-6.41268648470689e+000
1.34743995629351e+004	1.10213508875542e+000,-6.41028443418047e+000
1.34797828641194e+004	1.10133034541644e+000,-6.40788413097987e+000
1.34851661653036e+004	1.10052651948286e+000,-6.40548557327330e+000
1.34905494664878e+004	1.09972360957513e+000,-6.40308875923312e+000
1.34959327676721e+004	1.09892161431625e+000,-6.40069368703128e+000
1.35013160688563e+004	1.09812053233175e+000,-6.39830035484512e+000
1.35066993700405e+004	1.09732036224960e+000,-6.39590876085236e+000
1.35120826712247e+004	1.09652110270059e+000,-6.39351890323396e+000
1.35174659724090e+004	1.09572275231776e+000,-6.39113078017273e+000
1.35228492735932e+004	1.09492530973686e+000,-6.38874438985506e+000
1.35282325747774e+004	1.09412877359605e+000,-6.38635973046818e+000
1.35336158759616e+004	1.09333314253606e+000,-6.38397680020346e+000
1.35389991771459e+004	1.09253841520018e+000,-6.38159559725299e+000
1.35443824783301e+004	1.09174459023414e+000,-6.37921611981209e+000
1.35497657795143e+004	1.09095166628618e+000,-6.37683836607909e+000
1.35551490806986e+004	1.09015964200697e+000,-6.37446233425302e+000
1.35605323818828e+004	1.08936851604989e+000,-6.37208802253744e+000
1.35659156830670e+004	1.08857828707056e+000,-6.36971542913670e+000
1.35712989842512e+004	1.08778895372726e+000,-6.36734455225761e+000
1.35766822854355e+004	1.08700051468057e+000,-6.36497539011020e+000
1.35820655866197e+004	1.08621296859374e+000,-6.36260794090625e+000
1.35874488878039e+004	1.08542631413233e+000,-6.36024220286042e+000
1.35928321889881e+004	1.08464054996442e+000,-6.35787817418913e+000
1.35982154901724e+004	1.08385567476055e+000,-6.35551585311135e+000
1.36035987913566e+004	1.08307168719367e+000,-6.35315523784881e+000
1.36089820925408e+004	1.08228858593918e+000,-6.35079632662556e+000
1.36143653937250e+004	1.08150636967496e+000,-6.34843911766662e+000
1.36197486949093e+004	1.08072503708126e+000,-6.34608360920203e+000
1.36251319960935e+004	1.07994458684086e+000,-6.34372979946098e+000
1.36305152972777e+004	1.07916501763885e+000,-6.34137768667783e+000
1.36358985984620e+004	1.07838632816277e+000,-6.33902726908765e+000
1.36412818996462e+004	1.07760851710262e+000,-6.33667854492806e+000
1.36466652008304e+004	1.07683158315071e+000,-6.33433151243979e+000
1.36520485020146e+004	1.07605552500184e+000,-6.33198616986464e+000
1.36574318031989e+004	1.07528034135315e+000,-6.32964251544889e+000
1.36628151043831e+004	1.07450603090422e+000,-6.32730054743784e+000
1.36681984055673e+004	1.07373259235694e+000,-6.32496026408195e+000
1.36735817067515e+004	1.07296002441569e+000,-6.32262166363298e+000
1.36789650079358e+004	1.07218832578716e+000,-6.32028474434453e+000
1.36843483091200e+004	1.07141749518029e+000,-6.31794950447368e+000
1.36897316103042e+004	1.07064753130667e+000,-6.31561594227857e+000
1.36951149114885e+004	1.06987843287995e+000,-6.31328405602066e+000
1.37004982126727e+004	1.06911019861639e+000,-6.31095384396240e+000
1.37058815138569e+004	1.06834282723434e+000,-6.30862530437045e+000
1.37112648150411e+004	1.06757631745472e+000,-6.30629843551177e+000
1.37166481162254e+004	1.06681066800069e+000,-6.30397323565722e+000
1.37220314174096e+004	1.06604587759778e+000,-6.30164970307861e+000
1.37274147185938e+004	1.06528194497371e+000,-6.29932783605086e+000
1.37327980197780e+004	1.06451886885873e+000,-6.29700763285132e+000
1.37381813209623e+004	1.06375664798528e+000,-6.29468909175876e+000
1.37435646221465e+004	1.06299528108823e+000,-6.29237221105494e+000
1.37489479233307e+004	1.06223476690452e+000,-6.29005698902348e+000
1.37543312245150e+004	1.06147510417363e+000,-6.28774342395076e+000
1.37597145256992e+004	1.06071629163734e+000,-6.28543151412472e+000
1.37650978268834e+004	1.05995832803949e+000,-6.28312125783601e+000
1.37704811280676e+004	1.05920121212648e+000,-6.28081265337733e+000
1.37758644292519e+004	1.05844494264682e+000,-6.27850569904385e+000
1.37812477304361e+004	1.05768951835131e+000,-6.27620039313310e+000
1.37866310316203e+004	1.05693493799316e+000,-6.27389673394424e+000
1.37920143328045e+004	1.05618120032771e+000,-6.27159471977885e+000
1.37973976339888e+004	1.05542830411258e+000,-6.26929434894162e+000
1.38027809351730e+004	1.05467624810771e+000,-6.26699561973819e+000
1.38081642363572e+004	1.05392503107525e+000,-6.26469853047689e+000
1.38135475375415e+004	1.05317465177966e+000,-6.26240307946900e+000
1.38189308387257e+004	1.05242510898758e+000,-6.26010926502701e+000
1.38243141399099e+004	1.05167640146788e+000,-6.25781708546571e+000
1.38296974410941e+004	1.05092852799176e+000,-6.25552653910280e+000
1.38350807422784e+004	1.05018148733245e+000,-6.25323762425801e+000
1.38404640434626e+004	1.04943527826568e+000,-6.25095033925279e+000
1.38458473446468e+004	1.04868989956920e+000,-6.24866468241105e+000
1.38512306458310e+004	1.04794535002299e+000,-6.24638065205893e+000
1.38566139470153e+004	1.04720162840930e+000,-6.24409824652480e+000
1.38619972481995e+004	1.04645873351266e+000,-6.24181746413910e+000
1.38673805493837e+004	1.04571666411964e+000,-6.23953830323423e+000
1.38727638505680e+004	1.04497541901909e+000,-6.23726076214605e+000
1.38781471517522e+004	1.04423499700211e+000,-6.23498483921025e+000
1.38835304529364e+004	1.04349539686180e+000,-6.23271053276730e+000
1.38889137541206e+004	1.04275661739372e+000,-6.23043784115741e+000
1.38942970553049e+004	1.04201865739528e+000,-6.22816676272524e+000
1.38996803564891e+004	1.04128151566636e+000,-6.22589729581597e+000
1.39050636576733e+004	1.04054519100887e+000,-6.22362943877751e+000
1.39104469588575e+004	1.03980968222684e+000,-6.22136318996024e+000
1.39158302600418e+004	1.03907498812659e+000,-6.21909854771592e+000
1.39212135612260e+004	1.03834110751648e+000,-6.21683551039931e+000
1.39265968624102e+004	1.03760803920705e+000,-6.21457407636703e+000
1.39319801635944e+004	1.03687578201104e+000,-6.21231424397723e+000
1.39373634647787e+004	1.03614433474327e+000,-6.21005601159140e+000
1.39427467659629e+004	1.03541369622075e+000,-6.20779937757184e+000
1.39481300671471e+004	1.03468386526256e+000,-6.20554434028410e+000
1.39535133683314e+004	1.03395484068999e+000,-6.20329089809523e+000
1.39588966695156e+004	1.03322662132629e+000,-6.20103904937484e+000
1.39642799706998e+004	1.03249920599702e+000,-6.19878879249404e+000
1.39696632718840e+004	1.03177259352977e+000,-6.19654012582661e+000
1.39750465730683e+004	1.03104678275423e+000,-6.19429304774818e+000
1.39804298742525e+004	1.03032177250223e+000,-6.19204755663693e+000
1.39858131754367e+004	1.02959756160760e+000,-6.18980365087243e+000
1.39911964766209e+004	1.02887414890647e+000,-6.18756132883681e+000
1.39965797778052e+004	1.02815153323690e+000,-6.18532058891474e+000
1.40019630789894e+004	1.02742971343898e+000,-6.18308142949169e+000
1.40073463801736e+004	1.02670868835512e+000,-6.18084384895698e+000
1.40127296813579e+004	1.02598845682945e+000,-6.17860784570059e+000
1.40181129825421e+004	1.02526901770863e+000,-6.17637341811465e+000
1.40234962837263e+004	1.02455036984107e+000,-6.17414056459492e+000
1.40288795849105e+004	1.02383251207724e+000,-6.17190928353732e+000
1.40342628860948e+004	1.02311544326978e+000,-6.16967957334101e+000
1.40396461872790e+004	1.02239916227344e+000,-6.16745143240667e+000
1.40450294884632e+004	1.02168366794485e+000,-6.16522485913783e+000
1.40504127896474e+004	1.02096895914286e+000,-6.16299985193901e+000
1.40557960908317e+004	1.02025503472822e+000,-6.16077640921770e+000
1.40611793920159e+004	1.01954189356381e+000,-6.15855452938302e+000
1.40665626932001e+004	1.01882953451447e+000,-6.15633421084630e+000
1.40719459943844e+004	1.01811795644718e+000,-6.15411545202095e+000
1.40773292955686e+004	1.01740715823085e+000,-6.15189825132202e+000
1.40827125967528e+004	1.01669713873645e+000,-6.14968260716766e+000
1.40880958979370e+004	1.01598789683696e+000,-6.14746851797673e+000
1.40934791991213e+004	1.01527943140741e+000,-6.14525598217135e+000
1.40988625003055e+004	1.01457174132471e+000,-6.14304499817487e+000
1.41042458014897e+004	1.01386482546795e+000,-6.14083556441280e+000
1.41096291026739e+004	1.01315868271808e+000,-6.13862767931300e+000
1.41150124038582e+004	1.01245331195817e+000,-6.13642134130525e+000
1.41203957050424e+004	1.01174871207313e+000,-6.13421654882160e+000
1.41257790062266e+004	1.01104488195006e+000,-6.13201330029542e+000
1.41311623074109e+004	1.01034182047785e+000,-6.12981159416271e+000
1.41365456085951e+004	1.00963952654745e+000,-6.12761142886135e+000
1.41419289097793e+004	1.00893799905175e+000,-6.12541280283138e+000
1.41473122109635e+004	1.00823723688574e+000,-6.12321571451442e+000
1.41526955121478e+004	1.00753723894623e+000,-6.12102016235411e+000
1.41580788133320e+004	1.00683800413201e+000,-6.11882614479735e+000
1.41634621145162e+004	1.00613953134382e+000,-6.11663366029162e+000
1.41688454157004e+004	1.00544181948453e+000,-6.11444270728664e+000
1.41742287168847e+004	1.00474486745870e+000,-6.11225328423440e+000
1.41796120180689e+004	1.00404867417304e+000,-6.11006538958899e+000
1.41849953192531e+004	1.00335323853608e+000,-6.10787902180648e+000
1.41903786204373e+004	1.00265855945837e+000,-6.10569417934456e+000
1.41957619216216e+004	1.00196463585236e+000,-6.10351086066358e+000
1.42011452228058e+004	1.00127146663235e+000,-6.10132906422515e+000
1.42065285239900e+004	1.00057905071470e+000,-6.09914878849301e+000
1.42119118251743e+004	9.99887387017618e-001,-6.09697003193342e+000
1.42172951263585e+004	9.99196474461259e-001,-6.09479279301424e+000
1.42226784275427e+004	9.98506311967693e-001,-6.09261707020502e+000
1.42280617287269e+004	9.97816898460839e-001,-6.09044286197789e+000
1.42334450299112e+004	9.97128232866601e-001,-6.08827016680646e+000
1.42388283310954e+004	9.96440314112750e-001,-6.08609898316669e+000
1.42442116322796e+004	9.95753141128850e-001,-6.08392930953621e+000
1.42495949334638e+004	9.95066712846632e-001,-6.08176114439441e+000
1.42549782346481e+004	9.94381028199475e-001,-6.07959448622341e+000
1.42603615358323e+004	9.93696086122669e-001,-6.07742933350651e+000
1.42657448370165e+004	9.93011885553505e-001,-6.07526568472934e+000
1.42711281382008e+004	9.92328425431003e-001,-6.07310353837970e+000
1.42765114393850e+004	9.91645704696267e-001,-6.07094289294660e+000
1.42818947405692e+004	9.90963722292012e-001,-6.06878374692166e+000
1.42872780417534e+004	9.90282477162979e-001,-6.06662609879840e+000
1.42926613429377e+004	9.89601968255800e-001,-6.06446994707171e+000
1.42980446441219e+004	9.88922194518825e-001,-6.06231529023857e+000
1.43034279453061e+004	9.88243154902320e-001,-6.06016212679883e+000
1.43088112464903e+004	9.87564848358514e-001,-6.05801045525322e+000
1.43141945476746e+004	9.86887273841321e-001,-6.05586027410472e+000
1.43195778488588e+004	9.86210430306558e-001,-6.05371158185853e+000
1.43249611500430e+004	9.85534316711937e-001,-6.05156437702081e+000
1.43303444512273e+004	9.84858932016942e-001,-6.04941865810082e+000
1.43357277524115e+004	9.84184275182866e-001,-6.04727442360920e+000
1.43411110535957e+004	9.83510345172853e-001,-6.04513167205869e+000
1.43464943547799e+004	9.82837140951996e-001,-6.04299040196300e+000
1.43518776559642e+004	9.82164661486944e-001,-6.04085061183958e+000
1.43572609571484e+004	9.81492905746399e-001,-6.03871230020582e+000
1.43626442583326e+004	9.80821872700762e-001,-6.03657546558270e+000
1.43680275595168e+004	9.80151561322288e-001,-6.03444010649153e+000
1.43734108607011e+004	9.79481970585038e-001,-6.03230622145700e+000
1.43787941618853e+004	9.78813099464772e-001,-6.03017380900460e+000
1.43841774630695e+004	9.78144946939206e-001,-6.02804286766202e+000
1.43895607642538e+004	9.77477511987754e-001,-6.02591339595928e+000
1.43949440654380e+004	9.76810793591639e-001,-6.02378539242732e+000
1.44003273666222e+004	9.76144790733873e-001,-6.02165885560031e+000
1.44057106678064e+004	9.75479502399173e-001,-6.01953378401280e+000
1.44110939689907e+004	9.74814927574252e-001,-6.01741017620245e+000
1.44164772701749e+004	9.74151065247373e-001,-6.01528803070775e+000
1.44218605713591e+004	9.73487914408697e-001,-6.01316734607017e+000
1.44272438725433e+004	9.72825474049948e-001,-6.01104812083245e+000
1.44326271737276e+004	9.72163743164952e-001,-6.00893035353913e+000
1.44380104749118e+004	9.71502720749066e-001,-6.00681404273644e+000
1.44433937760960e+004	9.70842405799433e-001,-6.00469918697294e+000
1.44487770772802e+004	9.70182797314996e-001,-6.00258578479847e+000
1.44541603784645e+004	9.69523894296450e-001,-6.00047383476541e+000
1.44595436796487e+004	9.68865695746180e-001,-5.99836333542764e+000
1.44649269808329e+004	9.68208200668273e-001,-5.99625428534126e+000
1.44703102820172e+004	9.67551408068697e-001,-5.99414668306317e+000
1.44756935832014e+004	9.66895316955134e-001,-5.99204052715286e+000
1.44810768843856e+004	9.66239926336768e-001,-5.98993581617216e+000
1.44864601855698e+004	9.65585235224826e-001,-5.98783254868381e+000
1.44918434867541e+004	9.64931242632114e-001,-5.98573072325260e+000
1.44972267879383e+004	9.64277947573140e-001,-5.98363033844528e+000
1.45026100891225e+004	9.63625349064162e-001,-5.98153139283092e+000
1.45079933903067e+004	9.62973446123112e-001,-5.97943388497952e+000
1.45133766914910e+004	9.62322237769687e-001,-5.97733781346308e+000
1.45187599926752e+004	9.61671723025275e-001,-5.97524317685621e+000
1.45241432938594e+004	9.61021900912975e-001,-5.97314997373404e+000
1.45295265950437e+004	9.60372770457517e-001,-5.97105820267502e+000
1.45349098962279e+004	9.59724330685424e-001,-5.96896786225820e+000
1.45402931974121e+004	9.59076580624759e-001,-5.96687895106515e+000
1.45456764985963e+004	9.58429519305575e-001,-5.96479146767857e+000
1.45510597997806e+004	9.57783145759232e-001,-5.96270541068358e+000
1.45564431009648e+004	9.57137459019149e-001,-5.96062077866671e+000
1.45618264021490e+004	9.56492458120013e-001,-5.95853757021669e+000
1.45672097033332e+004	9.55848142098532e-001,-5.95645578392359e+000
1.45725930045175e+004	9.55204509992916e-001,-5.95437541837968e+000
1.45779763057017e+004	9.54561560843121e-001,-5.95229647217850e+000
1.45833596068859e+004	9.53919293690742e-001,-5.95021894391602e+000
1.45887429080702e+004	9.53277707578996e-001,-5.94814283218924e+000
1.45941262092544e+004	9.52636801552764e-001,-5.94606813559795e+000
1.45995095104386e+004	9.51996574658690e-001,-5.94399485274233e+000
1.46048928116228e+004	9.51357025944819e-001,-5.94192298222629e+000
1.46102761128071e+004	9.50718154461163e-001,-5.93985252265350e+000
1.46156594139913e+004	9.50079959259283e-001,-5.93778347263001e+000
1.46210427151755e+004	9.49442439392074e-001,-5.93571583076451e+000
1.46264260163597e+004	9.48805593914523e-001,-5.93364959566690e+000
1.46318093175440e+004	9.48169421882950e-001,-5.93158476594789e+000
1.46371926187282e+004	9.47533922355432e-001,-5.92952134022185e+000
1.46425759199124e+004	9.46899094391637e-001,-5.92745931710342e+000
1.46479592210967e+004	9.46264937052864e-001,-5.92539869520910e+000
1.46533425222809e+004	9.45631449402044e-001,-5.92333947315816e+000
1.46587258234651e+004	9.44998630503704e-001,-5.92128164957079e+000
1.46641091246493e+004	9.44366479423996e-001,-5.91922522306858e+000
1.46694924258336e+004	9.43734995230667e-001,-5.91717019227613e+000
1.46748757270178e+004	9.43104176993119e-001,-5.91511655581795e+000
1.46802590282020e+004	9.42474023782294e-001,-5.91306431232221e+000
1.46856423293862e+004	9.41844534670738e-001,-5.91101346041826e+000
1.46910256305705e+004	9.41215708732675e-001,-5.90896399873594e+000
1.46964089317547e+004	9.40587545043863e-001,-5.90691592590831e+000
1.47017922329389e+004	9.39960042681640e-001,-5.90486924056947e+000
1.47071755341231e+004	9.39333200725017e-001,-5.90282394135529e+000
1.47125588353074e+004	9.38707018254390e-001,-5.90078002690379e+000
1.47179421364916e+004	9.38081494352016e-001,-5.89873749585385e+000
1.47233254376758e+004	9.37456628101512e-001,-5.89669634684689e+000
1.47287087388601e+004	9.36832418588134e-001,-5.89465657852581e+000
1.47340920400443e+004	9.36208864898733e-001,-5.89261818953516e+000
1.47394753412285e+004	9.35585966121743e-001,-5.89058117852121e+000
1.47448586424127e+004	9.34963721347109e-001,-5.88854554413132e+000
1.47502419435970e+004	9.34342129666395e-001,-5.88651128501568e+000
1.47556252447812e+004	9.33721190172684e-001,-5.88447839982580e+000
1.47610085459654e+004	9.33100901960574e-001,-5.88244688721456e+000
1.47663918471496e+004	9.32481264126354e-001,-5.88041674583637e+000
1.47717751483339e+004	9.31862275767701e-001,-5.87838797434828e+000
1.47771584495181e+004	9.31243935983897e-001,-5.87636057140827e+000
1.47825417507023e+004	9.30626243875873e-001,-5.87433453567586e+000
1.47879250518866e+004	9.30009198545997e-001,-5.87230986581253e+000
1.47933083530708e+004	9.29392799098179e-001,-5.87028656048158e+000
1.47986916542550e+004	9.28777044637800e-001,-5.86826461834829e+000
1.48040749554392e+004	9.28161934271924e-001,-5.86624403807890e+000
1.48094582566235e+004	9.27547467109040e-001,-5.86422481834150e+000
1.48148415578077e+004	9.26933642259148e-001,-5.86220695780621e+000
1.48202248589919e+004	9.26320458833828e-001,-5.86019045514451e+000
1.48256081601761e+004	9.25707915946231e-001,-5.85817530902956e+000
1.48309914613604e+004	9.25096012710849e-001,-5.85616151813662e+000
1.48363747625446e+004	9.24484748243809e-001,-5.85414908114200e+000
1.48417580637288e+004	9.23874121662784e-001,-5.85213799672376e+000
1.48471413649131e+004	9.23264132086833e-001,-5.85012826356178e+000
1.48525246660973e+004	9.22654778636581e-001,-5.84811988033817e+000
1.48579079672815e+004	9.22046060434190e-001,-5.84611284573540e+000
1.48632912684657e+004	9.21437976603209e-001,-5.84410715843879e+000
1.48686745696500e+004	9.20830526268810e-001,-5.84210281713486e+000
1.48740578708342e+004	9.20223708557633e-001,-5.84009982051107e+000
1.48794411720184e+004	9.19617522597691e-001,-5.83809816725852e+000
1.48848244732026e+004	9.19011967518574e-001,-5.83609785606746e+000
1.48902077743869e+004	9.18407042451442e-001,-5.83409888563114e+000
1.48955910755711e+004	9.17802746528711e-001,-5.83210125464450e+000
1.49009743767553e+004	9.17199078884441e-001,-5.83010496180426e+000
1.49063576779396e+004	9.16596038654112e-001,-5.82811000580749e+000
1.49117409791238e+004	9.15993624974749e-001,-5.82611638535437e+000
1.49171242803080e+004	9.15391836984668e-001,-5.82412409914601e+000
1.49225075814922e+004	9.14790673823854e-001,-5.82213314588517e+000
1.49278908826765e+004	9.14190134633560e-001,-5.82014352427654e+000
1.49332741838607e+004	9.13590218556704e-001,-5.81815523302635e+000
1.49386574850449e+004	9.12990924737489e-001,-5.81616827084129e+000
1.49440407862291e+004	9.12392252321656e-001,-5.81418263643185e+000
1.49494240874134e+004	9.11794200456361e-001,-5.81219832850844e+000
1.49548073885976e+004	9.11196768290204e-001,-5.81021534578340e+000
1.49601906897818e+004	9.10599954973212e-001,-5.80823368697131e+000
1.49655739909661e+004	9.10003759656958e-001,-5.80625335078800e+000
1.49709572921503e+004	9.09408181494335e-001,-5.80427433595026e+000
1.49763405933345e+004	9.08813219639697e-001,-5.80229664117716e+000
1.49817238945187e+004	9.08218873248927e-001,-5.80032026518977e+000
1.49871071957030e+004	9.07625141479240e-001,-5.79834520670927e+000
1.49924904968872e+004	9.07032023489179e-001,-5.79637146446028e+000
1.49978737980714e+004	9.06439518438872e-001,-5.79439903716794e+000
1.50032570992556e+004	9.05847625489902e-001,-5.79242792355898e+000
1.50086404004399e+004	9.05256343805114e-001,-5.79045812236200e+000
1.50140237016241e+004	9.04665672548922e-001,-5.78848963230711e+000
1.50194070028083e+004	9.04075610886907e-001,-5.78652245212612e+000
1.50247903039925e+004	9.03486157986441e-001,-5.78455658055149e+000
1.50301736051768e+004	9.02897313015878e-001,-5.78259201631897e+000
1.50355569063610e+004	9.02309075145369e-001,-5.78062875816460e+000
1.50409402075452e+004	9.01721443546206e-001,-5.77866680482589e+000
1.50463235087295e+004	9.01134417391086e-001,-5.77670615504336e+000
1.50517068099137e+004	9.00547995854250e-001,-5.77474680755711e+000
1.50570901110979e+004	8.99962178111215e-001,-5.77278876111033e+000
1.50624734122821e+004	8.99376963338919e-001,-5.77083201444737e+000
1.50678567134664e+004	8.98792350715758e-001,-5.76887656631332e+000
1.50732400146506e+004	8.98208339421374e-001,-5.76692241545634e+000
1.50786233158348e+004	8.97624928636909e-001,-5.76496956062474e+000
1.50840066170190e+004	8.97042117544739e-001,-5.76301800056960e+000
1.50893899182033e+004	8.96459905328842e-001,-5.76106773404203e+000
1.50947732193875e+004	8.95878291174330e-001,-5.75911875979612e+000
1.51001565205717e+004	8.95297274267884e-001,-5.75717107658712e+000
1.51055398217560e+004	8.94716853797389e-001,-5.75522468317133e+000
1.51109231229402e+004	8.94137028952217e-001,-5.75327957830717e+000
1.51163064241244e+004	8.93557798923062e-001,-5.75133576075383e+000
1.51216897253086e+004	8.92979162901907e-001,-5.74939322927339e+000
1.51270730264929e+004	8.92401120082246e-001,-5.74745198262787e+000
1.51324563276771e+004	8.91823669658793e-001,-5.74551201958179e+000
1.51378396288613e+004	8.91246810827560e-001,-5.74357333890163e+000
1.51432229300455e+004	8.90670542786155e-001,-5.74163593935394e+000
1.51486062312298e+004	8.90094864733293e-001,-5.73969981970777e+000
1.51539895324140e+004	8.89519775869111e-001,-5.73776497873400e+000
1.51593728335982e+004	8.88945275395158e-001,-5.73583141520439e+000
1.51647561347825e+004	8.88371362514220e-001,-5.73389912789194e+000
1.51701394359667e+004	8.87798036430464e-001,-5.73196811557230e+000
1.51755227371509e+004	8.87225296349369e-001,-5.73003837702137e+000
1.51809060383351e+004	8.86653141477807e-001,-5.72810991101784e+000
1.51862893395194e+004	8.86081571023871e-001,-5.72618271634029e+000
1.51916726407036e+004	8.85510584196970e-001,-5.72425679177094e+000
1.51970559418878e+004	8.84940180208030e-001,-5.72233213609120e+000
1.52024392430720e+004	8.84370358269089e-001,-5.72040874808551e+000
