DFT, Frequency Response Magnitude
Numpoints, 16384
SamplingRate(Hz), 96000.000000
Frequency(Hz), Magnitude(dB)
9946.289, 18.6890
9949.219, 18.6818
9952.148, 18.6820
9955.078, 18.6748
9958.008, 18.6780
9960.938, 18.6771
9963.867, 18.6753
9966.797, 18.6717
9969.727, 18.6687
9972.656, 18.6714
9975.586, 18.6676
9978.516, 18.6581
9981.445, 18.6520
9984.375, 18.6636
9987.305, 18.6512
9990.234, 18.6526
9993.164, 18.6517
9996.094, 18.6452
9999.023, 18.6361
10001.953, 18.6436
10004.883, 18.6419
10007.813, 18.6341
10010.742, 18.6342
10013.672, 18.6307
10016.602, 18.6291
10019.531, 18.6180
10022.461, 18.6303
10025.391, 18.6135
10028.320, 18.6171
10031.250, 18.6141
10034.180, 18.6177
10037.109, 18.6089
10040.039, 18.6134
10042.969, 18.6077
10045.898, 18.6054
10048.828, 18.6071
10051.758, 18.6015
10054.688, 18.5974
10057.617, 18.5995
10060.547, 18.5898
10063.477, 18.5828
10066.406, 18.5866
10069.336, 18.5872
10072.266, 18.5766
10075.195, 18.5838
10078.125, 18.5786
10081.055, 18.5743
10083.984, 18.5754
10086.914, 18.5773
10089.844, 18.5699
10092.773, 18.5664
10095.703, 18.5599
10098.633, 18.5604
10101.563, 18.5601
10104.492, 18.5616
10107.422, 18.5581
10110.352, 18.5594
10113.281, 18.5543
10116.211, 18.5553
10119.141, 18.5463
10122.070, 18.5484
10125.000, 18.5479
10127.930, 18.5401
10130.859, 18.5463
10133.789, 18.5396
10136.719, 18.5266
10139.648, 18.5186
10142.578, 18.5207
10145.508, 18.5222
10148.438, 18.5180
10151.367, 18.5216
10154.297, 18.5239
10157.227, 18.5135
10160.156, 18.5091
10163.086, 18.5108
10166.016, 18.5086
10168.945, 18.5014
10171.875, 18.5067
10174.805, 18.4923
10177.734, 18.4917
10180.664, 18.4998
10183.594, 18.4980
10186.523, 18.5013
10189.453, 18.4882
10192.383, 18.4843
10195.313, 18.4930
10198.242, 18.4815
10201.172, 18.4816
10204.102, 18.4815
10207.031, 18.4678
10209.961, 18.4672
10212.891, 18.4698
10215.820, 18.4675
10218.750, 18.4685
10221.680, 18.4632
10224.609, 18.4588
10227.539, 18.4552
10230.469, 18.4510
10233.398, 18.4554
10236.328, 18.4503
10239.258, 18.4488
10242.188, 18.4451
10245.117, 18.4538
10248.047, 18.4411
10250.977, 18.4443
10253.906, 18.4392
10256.836, 18.4362
10259.766, 18.4428
10262.695, 18.4293
10265.625, 18.4329
10268.555, 18.4276
10271.484, 18.4305
10274.414, 18.4211
10277.344, 18.4262
10280.273, 18.4203
10283.203, 18.4215
10286.133, 18.4080
10289.063, 18.4077
10291.992, 18.4083
10294.922, 18.4010
10297.852, 18.4087
10300.781, 18.3954
10303.711, 18.3996
10306.641, 18.3976
10309.570, 18.3947
10312.500, 18.3900
10315.430, 18.3924
10318.359, 18.3866
10321.289, 18.3792
10324.219, 18.3814
10327.148, 18.3799
10330.078, 18.3814
10333.008, 18.3754
10335.938, 18.3718
10338.867, 18.3633
10341.797, 18.3654
10344.727, 18.3639
10347.656, 18.3667
10350.586, 18.3599
10353.516, 18.3563
10356.445, 18.3530
10359.375, 18.3547
10362.305, 18.3557
10365.234, 18.3496
10368.164, 18.3430
10371.094, 18.3510
10374.023, 18.3368
10376.953, 18.3422
10379.883, 18.3388
10382.813, 18.3361
10385.742, 18.3405
10388.672, 18.3285
10391.602, 18.3308
10394.531, 18.3219
10397.461, 18.3296
10400.391, 18.3215
10403.320, 18.3186
10406.250, 18.3155
10409.180, 18.3170
10412.109, 18.3126
10415.039, 18.3085
10417.969, 18.3060
10420.898, 18.3083
10423.828, 18.3044
10426.758, 18.3063
10429.688, 18.2977
10432.617, 18.2964
10435.547, 18.3014
10438.477, 18.2949
10441.406, 18.2870
10444.336, 18.2932
10447.266, 18.2886
10450.195, 18.2799
10453.125, 18.2854
10456.055, 18.2715
10458.984, 18.2755
10461.914, 18.2756
10464.844, 18.2696
10467.773, 18.2702
10470.703, 18.2762
10473.633, 18.2677
10476.563, 18.2607
10479.492, 18.2553
10482.422, 18.2511
10485.352, 18.2569
10488.281, 18.2532
10491.211, 18.2441
10494.141, 18.2452
10497.070, 18.2475
10500.000, 18.2461
10502.930, 18.2380
10505.859, 18.2384
10508.789, 18.2384
10511.719, 18.2357
10514.648, 18.2250
10517.578, 18.2278
10520.508, 18.2342
10523.438, 18.2242
10526.367, 18.2212
10529.297, 18.2249
10532.227, 18.2222
10535.156, 18.2104
10538.086, 18.2124
10541.016, 18.2074
10543.945, 18.2089
10546.875, 18.2063
10549.805, 18.2010
10552.734, 18.2033
10555.664, 18.1973
10558.594, 18.2027
10561.523, 18.1989
10564.453, 18.1857
10567.383, 18.1901
10570.313, 18.1964
10573.242, 18.1904
10576.172, 18.1849
10579.102, 18.1784
10582.031, 18.1791
10584.961, 18.1762
10587.891, 18.1757
10590.820, 18.1751
10593.750, 18.1684
10596.680, 18.1654
10599.609, 18.1642
10602.539, 18.1699
10605.469, 18.1671
10608.398, 18.1586
10611.328, 18.1583
10614.258, 18.1538
10617.188, 18.1547
10620.117, 18.1493
10623.047, 18.1402
10625.977, 18.1407
10628.906, 18.1485
10631.836, 18.1361
10634.766, 18.1361
10637.695, 18.1384
10640.625, 18.1278
10643.555, 18.1291
10646.484, 18.1316
10649.414, 18.1267
10652.344, 18.1266
10655.273, 18.1213
10658.203, 18.1262
10661.133, 18.1126
10664.063, 18.1189
10666.992, 18.1099
10669.922, 18.1110
10672.852, 18.1029
10675.781, 18.1147
10678.711, 18.1066
10681.641, 18.0986
10684.570, 18.1018
10687.500, 18.0942
10690.430, 18.0980
10693.359, 18.0942
10696.289, 18.0934
10699.219, 18.0867
10702.148, 18.0889
10705.078, 18.0810
10708.008, 18.0774
10710.938, 18.0800
10713.867, 18.0751
10716.797, 18.0691
10719.727, 18.0702
10722.656, 18.0736
10725.586, 18.0746
10728.516, 18.0629
10731.445, 18.0665
10734.375, 18.0608
10737.305, 18.0581
10740.234, 18.0584
10743.164, 18.0521
10746.094, 18.0509
10749.023, 18.0495
10751.953, 18.0566
10754.883, 18.0419
10757.813, 18.0441
10760.742, 18.0352
10763.672, 18.0398
10766.602, 18.0447
10769.531, 18.0333
10772.461, 18.0302
10775.391, 18.0297
10778.320, 18.0302
10781.250, 18.0283
10784.180, 18.0189
10787.109, 18.0226
10790.039, 18.0169
10792.969, 18.0111
10795.898, 18.0176
10798.828, 18.0176
10801.758, 18.0125
10804.688, 18.0123
10807.617, 18.0109
10810.547, 17.9964
10813.477, 18.0030
10816.406, 18.0043
10819.336, 18.0031
10822.266, 17.9994
10825.195, 17.9926
10828.125, 17.9963
10831.055, 17.9876
10833.984, 17.9863
10836.914, 17.9800
10839.844, 17.9859
10842.773, 17.9778
10845.703, 17.9821
10848.633, 17.9785
10851.563, 17.9696
10854.492, 17.9662
10857.422, 17.9694
10860.352, 17.9678
10863.281, 17.9598
10866.211, 17.9614
10869.141, 17.9636
10872.070, 17.9635
10875.000, 17.9658
10877.930, 17.9472
10880.859, 17.9474
10883.789, 17.9528
10886.719, 17.9416
10889.648, 17.9411
10892.578, 17.9479
10895.508, 17.9355
10898.438, 17.9428
10901.367, 17.9418
10904.297, 17.9288
10907.227, 17.9309
10910.156, 17.9310
10913.086, 17.9321
10916.016, 17.9218
10918.945, 17.9323
10921.875, 17.9166
10924.805, 17.9166
10927.734, 17.9089
10930.664, 17.9007
10933.594, 17.9181
10936.523, 17.9033
10939.453, 17.9091
10942.383, 17.8970
10945.313, 17.8956
10948.242, 17.9057
10951.172, 17.8926
10954.102, 17.8978
10957.031, 17.8943
10959.961, 17.8923
10962.891, 17.8927
10965.820, 17.8849
10968.750, 17.8797
10971.680, 17.8892
10974.609, 17.8828
10977.539, 17.8889
10980.469, 17.8787
10983.398, 17.8719
10986.328, 17.8730
10989.258, 17.8660
10992.188, 17.8664
10995.117, 17.8663
10998.047, 17.8571
11000.977, 17.8596
11003.906, 17.8579
11006.836, 17.8546
11009.766, 17.8480
11012.695, 17.8471
11015.625, 17.8496
11018.555, 17.8426
11021.484, 17.8447
11024.414, 17.8393
11027.344, 17.8343
11030.273, 17.8379
11033.203, 17.8363
11036.133, 17.8333
11039.063, 17.8313
11041.992, 17.8352
11044.922, 17.8320
11047.852, 17.8311
11050.781, 17.8208
11053.711, 17.8160
11056.641, 17.8090
11059.570, 17.8113
11062.500, 17.8067
11065.430, 17.8063
11068.359, 17.8086
11071.289, 17.8048
11074.219, 17.8083
11077.148, 17.7972
11080.078, 17.8049
11083.008, 17.8038
11085.938, 17.7986
11088.867, 17.7977
11091.797, 17.7965
11094.727, 17.7867
11097.656, 17.7974
11100.586, 17.7822
11103.516, 17.7864
11106.445, 17.7835
11109.375, 17.7786
11112.305, 17.7795
11115.234, 17.7787
11118.164, 17.7720
11121.094, 17.7719
11124.023, 17.7696
11126.953, 17.7651
11129.883, 17.7600
11132.813, 17.7556
11135.742, 17.7555
11138.672, 17.7519
11141.602, 17.7545
11144.531, 17.7556
11147.461, 17.7467
11150.391, 17.7547
11153.320, 17.7490
11156.250, 17.7517
11159.180, 17.7388
11162.109, 17.7393
11165.039, 17.7336
11167.969, 17.7365
11170.898, 17.7375
11173.828, 17.7369
11176.758, 17.7275
11179.688, 17.7279
11182.617, 17.7237
11185.547, 17.7247
11188.477, 17.7234
11191.406, 17.7158
11194.336, 17.7089
11197.266, 17.7146
11200.195, 17.7152
11203.125, 17.7096
11206.055, 17.7061
11208.984, 17.6997
11211.914, 17.6933
11214.844, 17.6936
11217.773, 17.7044
11220.703, 17.6936
11223.633, 17.6947
11226.563, 17.6964
11229.492, 17.6942
11232.422, 17.6885
11235.352, 17.6813
11238.281, 17.6823
11241.211, 17.6858
11244.141, 17.6801
11247.070, 17.6752
11250.000, 17.6747
11252.930, 17.6755
11255.859, 17.6749
11258.789, 17.6588
11261.719, 17.6669
11264.648, 17.6690
11267.578, 17.6621
11270.508, 17.6564
11273.438, 17.6551
11276.367, 17.6545
11279.297, 17.6562
11282.227, 17.6523
11285.156, 17.6497
11288.086, 17.6435
11291.016, 17.6485
11293.945, 17.6409
11296.875, 17.6399
11299.805, 17.6361
11302.734, 17.6363
11305.664, 17.6390
11308.594, 17.6354
11311.523, 17.6293
11314.453, 17.6329
11317.383, 17.6235
11320.313, 17.6192
11323.242, 17.6198
11326.172, 17.6216
11329.102, 17.6084
11332.031, 17.6080
11334.961, 17.6118
11337.891, 17.6085
11340.820, 17.6061
11343.750, 17.6049
11346.680, 17.6044
11349.609, 17.6101
11352.539, 17.6026
11355.469, 17.5981
11358.398, 17.6012
11361.328, 17.6004
11364.258, 17.5934
11367.188, 17.5887
11370.117, 17.5830
11373.047, 17.5840
11375.977, 17.5798
11378.906, 17.5794
11381.836, 17.5776
11384.766, 17.5706
11387.695, 17.5756
11390.625, 17.5782
11393.555, 17.5737
11396.484, 17.5660
11399.414, 17.5619
11402.344, 17.5653
11405.273, 17.5634
11408.203, 17.5562
11411.133, 17.5525
11414.063, 17.5507
11416.992, 17.5511
11419.922, 17.5540
11422.852, 17.5475
11425.781, 17.5445
11428.711, 17.5456
11431.641, 17.5416
11434.570, 17.5407
11437.500, 17.5359
11440.430, 17.5385
11443.359, 17.5324
11446.289, 17.5281
11449.219, 17.5336
11452.148, 17.5366
11455.078, 17.5253
11458.008, 17.5226
11460.938, 17.5262
11463.867, 17.5190
11466.797, 17.5214
11469.727, 17.5107
11472.656, 17.5136
11475.586, 17.5134
11478.516, 17.5069
11481.445, 17.5040
11484.375, 17.5065
11487.305, 17.5010
11490.234, 17.5009
11493.164, 17.4904
11496.094, 17.4971
11499.023, 17.4972
11501.953, 17.4972
11504.883, 17.4881
11507.813, 17.4870
11510.742, 17.4815
11513.672, 17.4812
11516.602, 17.4848
11519.531, 17.4792
11522.461, 17.4792
11525.391, 17.4756
11528.320, 17.4795
11531.250, 17.4794
11534.180, 17.4679
11537.109, 17.4666
11540.039, 17.4547
11542.969, 17.4688
11545.898, 17.4549
11548.828, 17.4646
11551.758, 17.4578
11554.688, 17.4618
11557.617, 17.4513
11560.547, 17.4483
11563.477, 17.4469
11566.406, 17.4432
11569.336, 17.4443
11572.266, 17.4486
11575.195, 17.4387
11578.125, 17.4308
11581.055, 17.4419
11583.984, 17.4401
11586.914, 17.4336
11589.844, 17.4317
11592.773, 17.4244
11595.703, 17.4254
11598.633, 17.4230
11601.563, 17.4196
11604.492, 17.4165
11607.422, 17.4192
11610.352, 17.4192
11613.281, 17.4079
11616.211, 17.4133
11619.141, 17.4008
11622.070, 17.4000
11625.000, 17.4039
11627.930, 17.4048
11630.859, 17.3973
11633.789, 17.4042
11636.719, 17.4010
11639.648, 17.3929
11642.578, 17.3942
11645.508, 17.3889
11648.438, 17.3825
11651.367, 17.3847
11654.297, 17.3769
11657.227, 17.3797
11660.156, 17.3758
11663.086, 17.3732
11666.016, 17.3729
11668.945, 17.3729
11671.875, 17.3737
11674.805, 17.3701
11677.734, 17.3640
11680.664, 17.3678
11683.594, 17.3684
11686.523, 17.3574
11689.453, 17.3572
11692.383, 17.3600
11695.313, 17.3569
11698.242, 17.3521
11701.172, 17.3569
11704.102, 17.3401
11707.031, 17.3448
11709.961, 17.3421
11712.891, 17.3387
11715.820, 17.3384
11718.750, 17.3237
11721.680, 17.3401
11724.609, 17.3300
11727.539, 17.3302
11730.469, 17.3282
11733.398, 17.3285
11736.328, 17.3204
11739.258, 17.3223
11742.188, 17.3275
11745.117, 17.3171
11748.047, 17.3158
11750.977, 17.3121
11753.906, 17.3142
11756.836, 17.3063
11759.766, 17.3030
11762.695, 17.2966
11765.625, 17.3076
11768.555, 17.2933
11771.484, 17.3013
11774.414, 17.2966
11777.344, 17.3032
11780.273, 17.2903
11783.203, 17.2965
11786.133, 17.2980
11789.063, 17.2847
11791.992, 17.2866
11794.922, 17.2850
11797.852, 17.2831
11800.781, 17.2764
11803.711, 17.2717
11806.641, 17.2722
11809.570, 17.2734
11812.500, 17.2698
11815.430, 17.2764
11818.359, 17.2684
11821.289, 17.2613
11824.219, 17.2575
11827.148, 17.2610
11830.078, 17.2592
11833.008, 17.2546
11835.938, 17.2526
11838.867, 17.2523
11841.797, 17.2430
11844.727, 17.2455
11847.656, 17.2419
11850.586, 17.2441
11853.516, 17.2383
11856.445, 17.2479
11859.375, 17.2360
11862.305, 17.2360
11865.234, 17.2420
11868.164, 17.2344
11871.094, 17.2385
11874.023, 17.2297
11876.953, 17.2250
11879.883, 17.2243
11882.813, 17.2169
11885.742, 17.2179
11888.672, 17.2259
11891.602, 17.2118
11894.531, 17.2114
11897.461, 17.2105
11900.391, 17.2065
11903.320, 17.2105
11906.250, 17.2091
11909.180, 17.2005
11912.109, 17.2001
11915.039, 17.1945
11917.969, 17.1936
11920.898, 17.1925
11923.828, 17.1935
11926.758, 17.1924
11929.688, 17.1863
11932.617, 17.1878
11935.547, 17.1882
11938.477, 17.1868
11941.406, 17.1820
11944.336, 17.1789
11947.266, 17.1819
11950.195, 17.1799
11953.125, 17.1670
11956.055, 17.1702
11958.984, 17.1628
11961.914, 17.1618
11964.844, 17.1665
11967.773, 17.1629
11970.703, 17.1667
11973.633, 17.1663
11976.563, 17.1497
11979.492, 17.1543
11982.422, 17.1466
11985.352, 17.1494
11988.281, 17.1483
11991.211, 17.1483
11994.141, 17.1474
11997.070, 17.1426
12000.000, 17.1331
12002.930, 17.1284
12005.859, 17.1324
12008.789, 17.1361
12011.719, 17.1227
12014.648, 17.1260
12017.578, 17.1227
12020.508, 17.1187
12023.438, 17.1274
12026.367, 17.1208
12029.297, 17.1127
12032.227, 17.1239
12035.156, 17.1207
12038.086, 17.1052
12041.016, 17.1111
12043.945, 17.1140
12046.875, 17.1023
12049.805, 17.1098
12052.734, 17.1037
12055.664, 17.1022
12058.594, 17.0961
12061.523, 17.0981
12064.453, 17.0963
12067.383, 17.0957
12070.313, 17.0984
12073.242, 17.0930
12076.172, 17.0826
12079.102, 17.0795
12082.031, 17.0751
12084.961, 17.0878
12087.891, 17.0755
12090.820, 17.0789
12093.750, 17.0764
12096.680, 17.0752
12099.609, 17.0752
12102.539, 17.0690
12105.469, 17.0637
12108.398, 17.0619
12111.328, 17.0673
12114.258, 17.0570
12117.188, 17.0618
12120.117, 17.0571
12123.047, 17.0614
12125.977, 17.0496
12128.906, 17.0483
12131.836, 17.0515
12134.766, 17.0498
12137.695, 17.0397
12140.625, 17.0385
12143.555, 17.0416
12146.484, 17.0327
12149.414, 17.0423
12152.344, 17.0317
12155.273, 17.0337
12158.203, 17.0319
12161.133, 17.0266
12164.063, 17.0280
12166.992, 17.0266
12169.922, 17.0175
12172.852, 17.0198
12175.781, 17.0175
12178.711, 17.0233
12181.641, 17.0137
12184.570, 17.0121
12187.500, 17.0068
12190.430, 17.0150
12193.359, 17.0064
12196.289, 17.0059
12199.219, 17.0046
12202.148, 17.0015
12205.078, 16.9992
12208.008, 16.9987
12210.938, 16.9961
12213.867, 16.9922
12216.797, 16.9962
12219.727, 16.9885
12222.656, 16.9834
12225.586, 16.9800
12228.516, 16.9848
12231.445, 16.9757
12234.375, 16.9705
12237.305, 16.9716
12240.234, 16.9736
12243.164, 16.9690
12246.094, 16.9711
12249.023, 16.9645
12251.953, 16.9675
12254.883, 16.9746
12257.813, 16.9647
12260.742, 16.9624
12263.672, 16.9552
12266.602, 16.9546
12269.531, 16.9539
12272.461, 16.9524
12275.391, 16.9474
12278.320, 16.9497
12281.250, 16.9455
12284.180, 16.9507
12287.109, 16.9424
12290.039, 16.9405
12292.969, 16.9380
12295.898, 16.9352
12298.828, 16.9304
12301.758, 16.9390
12304.688, 16.9267
12307.617, 16.9175
12310.547, 16.9328
12313.477, 16.9235
12316.406, 16.9250
12319.336, 16.9124
12322.266, 16.9175
12325.195, 16.9228
12328.125, 16.9082
12331.055, 16.9116
12333.984, 16.9123
12336.914, 16.9138
12339.844, 16.9056
12342.773, 16.9038
12345.703, 16.9076
12348.633, 16.9079
12351.563, 16.9008
12354.492, 16.9014
12357.422, 16.8924
12360.352, 16.8965
12363.281, 16.9019
12366.211, 16.8856
12369.141, 16.8814
12372.070, 16.8858
12375.000, 16.8831
12377.930, 16.8836
12380.859, 16.8829
12383.789, 16.8755
12386.719, 16.8763
12389.648, 16.8745
12392.578, 16.8720
12395.508, 16.8680
12398.438, 16.8682
12401.367, 16.8701
12404.297, 16.8609
12407.227, 16.8669
12410.156, 16.8641
12413.086, 16.8530
12416.016, 16.8557
12418.945, 16.8527
12421.875, 16.8495
12424.805, 16.8558
12427.734, 16.8431
12430.664, 16.8467
12433.594, 16.8405
12436.523, 16.8460
12439.453, 16.8451
12442.383, 16.8445
12445.313, 16.8332
12448.242, 16.8330
12451.172, 16.8281
12454.102, 16.8296
12457.031, 16.8287
12459.961, 16.8283
12462.891, 16.8196
12465.820, 16.8194
12468.750, 16.8241
12471.680, 16.8112
12474.609, 16.8183
12477.539, 16.8172
12480.469, 16.8101
12483.398, 16.8093
12486.328, 16.8041
12489.258, 16.8051
12492.188, 16.8033
12495.117, 16.8025
12498.047, 16.8011
12500.977, 16.7956
12503.906, 16.7994
12506.836, 16.7936
12509.766, 16.7970
12512.695, 16.7943
12515.625, 16.7950
12518.555, 16.7828
12521.484, 16.7927
12524.414, 16.7869
12527.344, 16.7820
12530.273, 16.7745
12533.203, 16.7797
12536.133, 16.7789
12539.063, 16.7626
12541.992, 16.7729
12544.922, 16.7667
12547.852, 16.7673
12550.781, 16.7636
12553.711, 16.7658
12556.641, 16.7567
12559.570, 16.7577
12562.500, 16.7514
12565.430, 16.7609
12568.359, 16.7436
12571.289, 16.7459
12574.219, 16.7469
12577.148, 16.7538
12580.078, 16.7423
12583.008, 16.7452
12585.938, 16.7475
12588.867, 16.7417
12591.797, 16.7369
12594.727, 16.7352
12597.656, 16.7396
12600.586, 16.7308
12603.516, 16.7368
12606.445, 16.7334
12609.375, 16.7266
12612.305, 16.7233
12615.234, 16.7223
12618.164, 16.7114
12621.094, 16.7144
12624.023, 16.7183
12626.953, 16.7196
12629.883, 16.7122
12632.813, 16.7136
12635.742, 16.7098
12638.672, 16.7019
12641.602, 16.7107
12644.531, 16.7063
12647.461, 16.6922
12650.391, 16.6952
12653.320, 16.6974
12656.250, 16.6975
12659.180, 16.6878
12662.109, 16.6864
12665.039, 16.6919
12667.969, 16.6895
12670.898, 16.6885
12673.828, 16.6948
12676.758, 16.6838
12679.688, 16.6837
12682.617, 16.6773
12685.547, 16.6772
12688.477, 16.6669
12691.406, 16.6704
12694.336, 16.6641
12697.266, 16.6644
12700.195, 16.6600
12703.125, 16.6602
12706.055, 16.6586
12708.984, 16.6618
12711.914, 16.6582
12714.844, 16.6563
12717.773, 16.6552
12720.703, 16.6493
12723.633, 16.6461
12726.563, 16.6636
12729.492, 16.6417
12732.422, 16.6500
12735.352, 16.6413
12738.281, 16.6475
12741.211, 16.6378
12744.141, 16.6342
12747.070, 16.6406
12750.000, 16.6335
12752.930, 16.6306
12755.859, 16.6285
12758.789, 16.6229
12761.719, 16.6225
12764.648, 16.6216
12767.578, 16.6204
12770.508, 16.6255
12773.438, 16.6148
12776.367, 16.6129
12779.297, 16.6143
12782.227, 16.6086
12785.156, 16.6098
12788.086, 16.6031
12791.016, 16.6004
12793.945, 16.6067
12796.875, 16.5997
12799.805, 16.6082
12802.734, 16.5989
12805.664, 16.5980
12808.594, 16.5970
12811.523, 16.5933
12814.453, 16.5911
12817.383, 16.5859
12820.313, 16.5877
12823.242, 16.5858
12826.172, 16.5806
12829.102, 16.5898
12832.031, 16.5776
12834.961, 16.5726
12837.891, 16.5750
12840.820, 16.5713
12843.750, 16.5804
12846.680, 16.5682
12849.609, 16.5686
12852.539, 16.5653
12855.469, 16.5704
12858.398, 16.5584
12861.328, 16.5570
12864.258, 16.5587
12867.188, 16.5595
12870.117, 16.5564
12873.047, 16.5543
12875.977, 16.5513
12878.906, 16.5557
12881.836, 16.5425
12884.766, 16.5478
12887.695, 16.5478
12890.625, 16.5344
12893.555, 16.5434
12896.484, 16.5367
12899.414, 16.5301
12902.344, 16.5402
12905.273, 16.5309
12908.203, 16.5346
12911.133, 16.5272
12914.063, 16.5335
12916.992, 16.5282
12919.922, 16.5246
12922.852, 16.5148
12925.781, 16.5205
12928.711, 16.5185
12931.641, 16.5203
12934.570, 16.5116
12937.500, 16.5092
12940.430, 16.5012
12943.359, 16.5103
12946.289, 16.5065
12949.219, 16.5036
12952.148, 16.5006
12955.078, 16.5020
12958.008, 16.4977
12960.938, 16.4970
12963.867, 16.5000
12966.797, 16.4913
12969.727, 16.4822
12972.656, 16.4878
12975.586, 16.4866
12978.516, 16.4845
12981.445, 16.4823
12984.375, 16.4814
12987.305, 16.4784
12990.234, 16.4790
12993.164, 16.4740
12996.094, 16.4652
12999.023, 16.4752
13001.953, 16.4638
13004.883, 16.4732
13007.813, 16.4691
13010.742, 16.4609
13013.672, 16.4629
13016.602, 16.4578
13019.531, 16.4570
13022.461, 16.4531
13025.391, 16.4511
13028.320, 16.4435
13031.250, 16.4475
13034.180, 16.4449
13037.109, 16.4470
13040.039, 16.4397
13042.969, 16.4406
13045.898, 16.4451
13048.828, 16.4347
13051.758, 16.4418
13054.688, 16.4342
13057.617, 16.4357
13060.547, 16.4369
13063.477, 16.4228
13066.406, 16.4274
13069.336, 16.4286
13072.266, 16.4269
13075.195, 16.4208
13078.125, 16.4162
13081.055, 16.4304
13083.984, 16.4216
13086.914, 16.4224
13089.844, 16.4145
13092.773, 16.4187
13095.703, 16.4131
13098.633, 16.4058
13101.563, 16.4048
13104.492, 16.4040
13107.422, 16.4003
13110.352, 16.3988
13113.281, 16.3990
13116.211, 16.3922
13119.141, 16.4016
13122.070, 16.3900
13125.000, 16.3864
13127.930, 16.3946
13130.859, 16.3957
13133.789, 16.3855
13136.719, 16.3772
13139.648, 16.3757
13142.578, 16.3710
13145.508, 16.3715
13148.438, 16.3738
13151.367, 16.3710
13154.297, 16.3672
13157.227, 16.3691
13160.156, 16.3631
13163.086, 16.3636
13166.016, 16.3713
13168.945, 16.3660
13171.875, 16.3582
13174.805, 16.3550
13177.734, 16.3566
13180.664, 16.3606
13183.594, 16.3553
13186.523, 16.3588
13189.453, 16.3498
13192.383, 16.3418
13195.313, 16.3453
13198.242, 16.3387
13201.172, 16.3495
13204.102, 16.3341
13207.031, 16.3417
13209.961, 16.3344
13212.891, 16.3422
13215.820, 16.3338
13218.750, 16.3308
13221.680, 16.3280
13224.609, 16.3247
13227.539, 16.3250
13230.469, 16.3321
13233.398, 16.3244
13236.328, 16.3227
13239.258, 16.3156
13242.188, 16.3189
13245.117, 16.3190
13248.047, 16.3107
13250.977, 16.3129
13253.906, 16.3106
13256.836, 16.3085
13259.766, 16.3054
13262.695, 16.3025
13265.625, 16.2890
13268.555, 16.2959
13271.484, 16.3049
13274.414, 16.2931
13277.344, 16.2909
13280.273, 16.2979
13283.203, 16.2915
13286.133, 16.2862
13289.063, 16.2820
13291.992, 16.2841
13294.922, 16.2780
13297.852, 16.2734
13300.781, 16.2754
13303.711, 16.2742
13306.641, 16.2762
13309.570, 16.2726
13312.500, 16.2771
13315.430, 16.2699
13318.359, 16.2722
13321.289, 16.2739
13324.219, 16.2628
13327.148, 16.2574
13330.078, 16.2523
13333.008, 16.2600
13335.938, 16.2567
13338.867, 16.2530
13341.797, 16.2565
13344.727, 16.2494
13347.656, 16.2450
13350.586, 16.2513
13353.516, 16.2463
13356.445, 16.2406
13359.375, 16.2393
13362.305, 16.2420
13365.234, 16.2405
13368.164, 16.2336
13371.094, 16.2371
13374.023, 16.2382
13376.953, 16.2317
13379.883, 16.2239
13382.813, 16.2287
13385.742, 16.2254
13388.672, 16.2185
13391.602, 16.2278
13394.531, 16.2199
13397.461, 16.2194
13400.391, 16.2096
13403.320, 16.2164
13406.250, 16.2160
13409.180, 16.2065
13412.109, 16.2153
13415.039, 16.2139
13417.969, 16.2057
13420.898, 16.1999
13423.828, 16.1944
13426.758, 16.2079
13429.688, 16.2001
13432.617, 16.1927
13435.547, 16.1941
13438.477, 16.1906
13441.406, 16.1858
13444.336, 16.1856
13447.266, 16.1854
13450.195, 16.1868
13453.125, 16.1765
13456.055, 16.1779
13458.984, 16.1776
13461.914, 16.1739
13464.844, 16.1752
13467.773, 16.1742
13470.703, 16.1656
13473.633, 16.1707
13476.563, 16.1657
13479.492, 16.1680
13482.422, 16.1608
13485.352, 16.1638
13488.281, 16.1679
13491.211, 16.1600
13494.141, 16.1608
13497.070, 16.1504
13500.000, 16.1523
13502.930, 16.1474
13505.859, 16.1424
13508.789, 16.1409
13511.719, 16.1416
13514.648, 16.1448
13517.578, 16.1424
13520.508, 16.1467
13523.438, 16.1379
13526.367, 16.1377
13529.297, 16.1322
13532.227, 16.1328
13535.156, 16.1226
13538.086, 16.1276
13541.016, 16.1292
13543.945, 16.1257
13546.875, 16.1286
13549.805, 16.1179
13552.734, 16.1217
13555.664, 16.1226
13558.594, 16.1148
13561.523, 16.1215
13564.453, 16.1068
13567.383, 16.1081
13570.313, 16.1043
13573.242, 16.1118
13576.172, 16.1017
13579.102, 16.0996
13582.031, 16.0991
13584.961, 16.0946
13587.891, 16.0878
13590.820, 16.0949
13593.750, 16.0982
13596.680, 16.0906
13599.609, 16.0904
13602.539, 16.0922
13605.469, 16.0820
13608.398, 16.0860
13611.328, 16.0884
13614.258, 16.0802
13617.188, 16.0774
13620.117, 16.0841
13623.047, 16.0834
13625.977, 16.0689
13628.906, 16.0714
13631.836, 16.0724
13634.766, 16.0708
13637.695, 16.0735
13640.625, 16.0672
13643.555, 16.0687
13646.484, 16.0574
13649.414, 16.0577
13652.344, 16.0541
13655.273, 16.0581
